id,stationname,lat,long,distance,freq
3041,Kingston Ave & Herkimer St,40.67890679,-73.94142771,3.0240223726892443,0
3042,Fulton St & Utica Ave,40.6794268,-73.9298911,3.4313412578916322,0
3043,Lewis Ave & Decatur St,40.6814598,-73.934903,3.140812502244316,0
3044,Albany Ave & Fulton St,40.6800105,-73.938475,3.0739848786732304,0
3046,Marcus Garvey Blvd & Macon St,40.682601,-73.938037,2.9660153133862353,0
3047,Halsey St & Tompkins Ave,40.6823687,-73.944118,2.751867331457748,0
3048,Putnam Ave & Nostrand Ave,40.68402,-73.94977,2.471408655613515,0
3049,Cambridge Pl & Gates Ave,40.68488,-73.96304,2.0475861938653233,0
3050,Putnam Ave & Throop Ave,40.6851532,-73.94111,2.7280092934249143,0
3052,Lewis Ave & Madison St,40.686312,-73.935775,2.891915946329213,0
3053,Marcy Ave & Lafayette Ave,40.6900815,-73.947915,2.2347915268562697,0
3054,Greene Ave & Throop Ave,40.6894932,-73.942061,2.4964489294451004,0
3055,Greene Ave & Nostrand Ave,40.6883337,-73.950916,2.2072119516045987,0
3056,Kosciuszko St & Nostrand Ave,40.69072549,-73.95133465,2.073518342402326,0
3057,Kosciuszko St & Tompkins Ave,40.69128258,-73.9452416,2.2888014502616847,0
3058,Lewis Ave & Kosciuszko St,40.69237074,-73.93705428,2.600820522429018,0
3059,Pulaski St & Marcus Garvey Blvd,40.6933982,-73.939877,2.437278482546938,0
3060,Willoughby Ave & Tompkins Ave,40.69425403,-73.94626915,2.123517785025573,0
3061,Throop Ave & Myrtle Ave,40.69622937,-73.94371094,2.1645557747221935,0
3062,Myrtle Ave & Marcy Ave,40.69539817,-73.94954908,1.9372446315106333,0
3063,Nostrand Ave & Myrtle Ave,40.69527008,-73.95238108,1.8240312008865522,0
3064,Myrtle Ave & Lewis Ave,40.69681963,-73.93756926,2.432330045014208,0
3065,Union Ave & Wallabout St,40.70029511,-73.95032283,1.725397540708253,0
3066,Tompkins Ave & Hopkins St,40.69957608,-73.94708417,1.8995696692472197,0
3067,Broadway & Whipple St,40.7016657,-73.9437303,2.0042719093423766,0
3068,Humboldt St & Varet St,40.7031724,-73.940636,2.125972235151799,0
3069,Lorimer St & Broadway,40.70411791,-73.94818595,1.7277360585350818,0
3070,McKibbin St & Manhattan Ave,40.70510918,-73.94407279,1.9169272062522256,0
3071,Boerum St & Broadway,40.70538077,-73.94976519,1.6231424192884456,0
3072,Leonard St & Boerum St,40.70583339,-73.94644578,1.7840611819413195,0
3073,Division Ave & Hooper St,40.70691254,-73.95441667,1.3598076817609093,0
3074,Montrose Ave & Bushwick Ave,40.70767788,-73.94016171,2.085499594458531,0
3075,Division Ave & Marcy Ave,40.70708701,-73.95796783,1.1766388488882424,0
3076,Scholes St & Manhattan Ave,40.70870368,-73.9448625,1.831706575164498,0
3077,Stagg St & Union Ave,40.70877084,-73.95095259,1.51388971457132,0
3079,Leonard St & Grand St,40.71103537,-73.94714303,1.7003927276953612,0
3080,S 4 St & Rodney St,40.70934,-73.95608,1.2418172227433741,0
3081,Graham Ave & Grand St,40.711863,-73.944024,1.8633928894275171,0
3082,Hope St & Union Ave,40.71167351,-73.95141312,1.4754273505605997,0
3083,Bushwick Ave & Powers St,40.71247661,-73.94100005,2.0227283423156894,0
3084,Devoe St & Leonard St,40.71348658,-73.94792458,1.662754527268974,0
3085,Roebling St & N 4 St,40.71469,-73.95739,1.1788390046332995,0
